,Active,rhha_57_rescore,rhha_57_predict,rhha_96_rescore,rhha_96_predict,rrha_16_rescore,rrha_16_predict,rrha_4_rescore,rrha_4_predict,rrha_8_rescore,rrha_8_predict,rrhh_6_rescore,rrhh_6_predict
30,1.0,0.49176942112494026,1.0,0.0,0.0,0.6261668981370518,1.0,0.39186254798171427,1.0,0.34551936120648596,1.0,0.30156730296792067,1.0
31,1.0,0.49176942112494026,1.0,0.0,0.0,0.6261668981370518,1.0,0.39186254798171427,1.0,0.37362683911589467,1.0,0.2650719960091297,1.0
32,1.0,0.47214391942643275,1.0,0.32019599796631826,1.0,0.48668128810450983,1.0,0.3857791782805674,1.0,0.34531023544779116,1.0,0.21812889196098073,1.0
33,1.0,0.4916504962826632,1.0,0.0,0.0,0.6261408275031053,1.0,0.3918282180084838,1.0,0.34546863497909197,1.0,0.2600126297020785,1.0
34,1.0,0.3326294664513907,1.0,0.0,0.0,0.486467322237891,1.0,0.0,0.0,0.2535599324908917,1.0,0.0,0.0
35,1.0,0.3855572317413528,1.0,0.0,0.0,0.486467322237891,1.0,0.0,0.0,0.2535599324908917,1.0,0.0,0.0
36,1.0,0.4951881824580958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3524006309588973,1.0
37,1.0,0.12192959433320616,1.0,0.0,0.0,0.4016859562266505,1.0,0.38973043461986967,1.0,0.25344728663428917,1.0,0.29035335632609593,1.0
38,1.0,0.14128757299817418,1.0,0.0,0.0,0.4016859562266505,1.0,0.38973043461986967,1.0,0.25344728663428917,1.0,0.29035335632609593,1.0
39,1.0,0.39918276684528153,1.0,0.28197535681844477,1.0,0.699874033534281,1.0,0.4012987244613615,1.0,0.0,0.0,0.0,0.0
40,1.0,0.4920799835333647,1.0,0.3534314921109337,1.0,0.5428060041446016,1.0,0.47464418862621593,1.0,0.0,0.0,0.0,0.0
41,1.0,0.4919474419316573,1.0,0.4899973290884897,1.0,0.3840766482510741,1.0,0.06173027694077349,1.0,0.3857043030273615,1.0,0.0,0.0
42,1.0,0.49204365610222145,1.0,0.22153766881164416,1.0,0.47597628310594287,1.0,0.47485342551919063,1.0,0.0,0.0,0.0,0.0
43,1.0,0.4777381316633399,1.0,0.6292957802950889,1.0,0.6547135291939872,1.0,0.5502419943691093,1.0,0.46378303659040543,1.0,0.0,0.0
44,1.0,0.49204365610222145,1.0,0.22160032822846987,1.0,0.4756985039619447,1.0,0.47485342551919063,1.0,0.0,0.0,0.5879846609262951,1.0
45,1.0,0.49213832729721285,1.0,0.34161942495703546,1.0,0.3835230300545016,1.0,0.47467582707927536,1.0,0.38564779956032136,1.0,0.0,0.0
46,1.0,0.49213832729721285,1.0,0.34161942495703546,1.0,0.3835230300545016,1.0,0.47467582707927536,1.0,0.38564779956032136,1.0,0.0,0.0
47,1.0,0.492026297627027,1.0,0.2997882654702114,1.0,0.5103902330302537,1.0,0.47460160605417345,1.0,0.6876090847299768,1.0,0.0,0.0
48,1.0,0.49204365610222145,1.0,0.3473946839354295,1.0,0.40913400915142173,1.0,0.47485342551919063,1.0,0.5829420809544992,1.0,0.0,0.0
49,1.0,0.49204365610222145,1.0,0.3437981885498733,1.0,0.4140134544396429,1.0,0.47485342551919063,1.0,0.0,0.0,0.0,0.0
50,1.0,0.49202917141903135,1.0,0.621252103906275,1.0,0.33770138450482123,1.0,0.47483201903191696,1.0,0.4340486983131133,1.0,0.0,0.0
51,1.0,0.49204365610222145,1.0,0.0,0.0,0.5429268980577704,1.0,0.47485342551919063,1.0,0.0,0.0,0.0,0.0
52,1.0,0.0,0.0,0.0,0.0,0.511576121778427,1.0,0.4578631992039215,1.0,0.6112893039927279,1.0,0.6422096690630441,1.0
53,1.0,0.2867444781533174,1.0,0.0,0.0,0.5119399780597682,1.0,0.4577995871668862,1.0,0.0,0.0,0.0,0.0
54,1.0,0.0,0.0,0.0,0.0,0.5111870128476315,1.0,0.30992455752743664,1.0,0.6111789896649826,1.0,0.6422325887002001,1.0
55,1.0,0.4948513412469464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6356737926789306,1.0
56,1.0,0.5042808796472881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21499883862008384,1.0,0.4099221573526288,1.0
57,1.0,0.330603857762957,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3316056429394577,1.0,0.516789875619928,1.0
58,1.0,0.3340456094321479,1.0,0.4417538789648122,1.0,0.0,0.0,0.1743387681130013,1.0,0.3855835380857562,1.0,0.0,0.0
59,1.0,0.3342182780423466,1.0,0.44187275947874294,1.0,0.0,0.0,0.1745694848031376,1.0,0.3856510595741217,1.0,0.0,0.0
60,1.0,0.3341420646926454,1.0,0.44176092060766603,1.0,0.0,0.0,0.17454089394684735,1.0,0.3856097935766485,1.0,0.0,0.0
61,1.0,0.3340456094321479,1.0,0.4417538789648122,1.0,0.0,0.0,0.1743387681130013,1.0,0.3855835380857562,1.0,0.0,0.0
62,1.0,0.0,0.0,0.5069998282511418,1.0,0.0,0.0,0.0,0.0,0.38566765882160525,1.0,0.0,0.0
63,1.0,0.5595884340248333,1.0,0.44175094853816566,1.0,0.0,0.0,0.17431331910905068,1.0,0.3857271231239642,1.0,0.0,0.0
64,1.0,0.4919500264157418,1.0,0.0,0.0,0.4340911040295794,1.0,0.061980787300649265,1.0,0.48717364592463985,1.0,0.3976376487261184,1.0
65,1.0,0.49225650958249545,1.0,0.0,0.0,0.43429675372052645,1.0,0.06209630273833455,1.0,0.48046588898487264,1.0,0.522579464901883,1.0
66,1.0,0.4921840283049611,1.0,0.0,0.0,0.43420330423577236,1.0,0.37980554300880076,1.0,0.4704206310179688,1.0,0.5224531845566632,1.0
67,1.0,0.4919739907551075,1.0,0.0,0.0,0.43405865731138504,1.0,0.06192234884713321,1.0,0.5380574268968988,1.0,0.60633342391253,1.0
68,1.0,0.0,0.0,0.0,0.0,0.4342813063979989,1.0,0.0,0.0,0.5267705472815226,1.0,0.5225555632592547,1.0
69,1.0,0.566032150750565,1.0,0.0,0.0,0.4341966135421045,1.0,0.0,0.0,0.5271256618227781,1.0,0.5224388806278966,1.0
70,1.0,0.4777143891267128,1.0,0.0,0.0,0.5534290533892292,1.0,0.5504100311050711,1.0,0.539190219793535,1.0,0.5732339659906677,1.0
71,1.0,0.4777143891267128,1.0,0.0,0.0,0.5534290533892292,1.0,0.5504100311050711,1.0,0.42939584361651917,1.0,0.5732339659906677,1.0
72,1.0,0.4777143891267128,1.0,0.0,0.0,0.5534290533892292,1.0,0.5504100311050711,1.0,0.36692768613660065,1.0,0.5732339659906677,1.0
73,1.0,0.5772797869119874,1.0,0.45807112371286507,1.0,0.0,0.0,0.17470489863897343,1.0,0.3854633199186175,1.0,0.0,0.0
74,1.0,0.5771789727454966,1.0,0.3844689507980591,1.0,0.24970518213415738,1.0,0.4464255580555505,1.0,0.38538399635497467,1.0,0.0,0.0
75,1.0,0.5772278850711559,1.0,0.3818477100193899,1.0,0.0,0.0,0.17475171223883335,1.0,0.38528217250620955,1.0,0.0,0.0
76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35963022777644227,1.0,0.4192723224573943,1.0
77,1.0,0.3326294664513907,1.0,0.0,0.0,0.486467322237891,1.0,0.0,0.0,0.2535599324908917,1.0,0.0,0.0
78,1.0,0.5731833989252249,1.0,0.0,0.0,0.48657470891995636,1.0,0.4274633167008207,1.0,0.5586747961369457,1.0,0.0,0.0
79,1.0,0.38586394635444243,1.0,0.0,0.0,0.486245858180093,1.0,0.2565963373144198,1.0,0.5587678922272452,1.0,0.0,0.0
80,1.0,0.4723952797908465,1.0,0.3201903008721614,1.0,0.4863775012484489,1.0,0.3857790526064737,1.0,0.5587771770766767,1.0,0.3014596529340675,1.0
81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5588277176070819,1.0,0.2650323452221339,1.0
82,1.0,0.38561580695153697,1.0,0.0,0.0,0.4865344494011625,1.0,0.2563169219130197,1.0,0.0,0.0,0.0,0.0
83,1.0,0.4917106723300042,1.0,0.0,0.0,0.6261163299162591,1.0,0.3918437597047235,1.0,0.3680354512057694,1.0,0.0,0.0
84,1.0,0.4068474208546109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1.0,0.42269187055545876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22872153658480854,1.0,0.3557663898658814,1.0
86,1.0,0.4070137729085582,1.0,0.0,0.0,0.0,0.0,0.4565244768677088,1.0,0.0,0.0,0.0,0.0
87,1.0,0.4068311521059147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1.0,0.40675396475288317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22295677990279916,1.0,0.35161729631066474,1.0
89,1.0,0.44172785914916624,1.0,0.0,0.0,0.354083474541402,1.0,0.0,0.0,0.22295677990279916,1.0,0.35161729631066474,1.0
90,1.0,0.4648966210223632,1.0,0.0,0.0,0.354083474541402,1.0,0.0,0.0,0.22872153658480854,1.0,0.3557663898658814,1.0
91,1.0,0.4068311521059147,1.0,0.0,0.0,0.0,0.0,0.38682664043205983,1.0,0.0,0.0,0.39713195296468007,1.0
92,1.0,0.44190771223937597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43837330263280694,1.0,0.5115360073799379,1.0
93,1.0,0.4068311521059147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1.0,0.4070137729085582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,1.0,0.4068311521059147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,1.0,0.4070137729085582,1.0,0.0,0.0,0.0,0.0,0.22775371392343158,1.0,0.0,0.0,0.0,0.0
97,1.0,0.4068311521059147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1.0,0.0,0.0,0.456982280597815,1.0,0.0,0.0,0.17450224916307056,1.0,0.38562375180029385,1.0,0.0,0.0
99,1.0,0.5772278850711559,1.0,0.3818477100193899,1.0,0.0,0.0,0.17475171223883335,1.0,0.38528217250620955,1.0,0.0,0.0
100,1.0,0.369437505554712,1.0,0.44180052446190454,1.0,0.0,0.0,0.17465368644583834,1.0,0.3857272469219565,1.0,0.0,0.0
101,1.0,0.369437505554712,1.0,0.44180052446190454,1.0,0.0,0.0,0.17465368644583834,1.0,0.3857272469219565,1.0,0.0,0.0
102,1.0,0.0,0.0,0.0,0.0,0.3454448451880977,1.0,0.0,0.0,0.5332057835739771,1.0,0.5134200775206237,1.0
103,1.0,0.39206152954551343,1.0,0.5059620004164481,1.0,0.6143638328534263,1.0,0.5957831230856365,1.0,0.5817043279932899,1.0,0.6759302825029637,1.0
104,1.0,0.5399489683973914,1.0,0.23896319229853535,1.0,0.7937220864758314,1.0,0.9740811320320192,1.0,0.3861982054346186,1.0,0.29673231564709357,1.0
105,1.0,0.4703949083966261,1.0,0.46182553461906495,1.0,0.7937359607512584,1.0,0.5961066605667252,1.0,0.5589677950355046,1.0,0.2903919880508091,1.0
106,1.0,0.36069435019435314,1.0,0.3201465771828138,1.0,0.4863405556155469,1.0,0.0,0.0,0.5589907905125965,1.0,0.2903929144710662,1.0
107,1.0,0.0,0.0,0.46953893468700425,1.0,0.5282294995179712,1.0,0.49863621091853794,1.0,0.5342880875227048,1.0,0.6758820160075786,1.0
108,1.0,0.0,0.0,0.46953893468700425,1.0,0.5282294995179712,1.0,0.49863621091853794,1.0,0.5342880875227048,1.0,0.6758820160075786,1.0
109,1.0,0.36069435019435314,1.0,0.3201465771828138,1.0,0.4863405556155469,1.0,0.0,0.0,0.5589907905125965,1.0,0.2903929144710662,1.0
110,1.0,0.42439030091726804,1.0,0.3201465771828138,1.0,0.4863405556155469,1.0,0.308813179626516,1.0,0.5589907905125965,1.0,0.2903929144710662,1.0
111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5587106459722505,1.0,0.29043191676388214,1.0
112,1.0,0.39206152954551343,1.0,0.5059620004164481,1.0,0.6143638328534263,1.0,0.5957831230856365,1.0,0.5817043279932899,1.0,0.6759302825029637,1.0
113,1.0,0.39220379189332966,1.0,0.6535543605907743,1.0,0.6143767108656897,1.0,0.5959835627920606,1.0,0.5815492503747857,1.0,0.6758566691493494,1.0
114,1.0,0.3690865846914604,1.0,0.4767589543344807,1.0,0.4050303382582957,1.0,0.5962745821014347,1.0,0.5817600989888748,1.0,0.6758238738722547,1.0
115,1.0,0.6118887482980979,1.0,0.3593118068846082,1.0,0.7857176572785713,1.0,0.596078383895669,1.0,0.5816665696056019,1.0,0.6849434529750745,1.0
116,1.0,0.39206152954551343,1.0,0.5059620004164481,1.0,0.6143638328534263,1.0,0.5957831230856365,1.0,0.5817043279932899,1.0,0.6759302825029637,1.0
117,1.0,0.0,0.0,0.1850504956898552,1.0,0.0,0.0,0.770481497144585,1.0,0.0,0.0,0.6664943586750159,1.0
118,1.0,0.0,0.0,0.0,0.0,0.5420907920628784,1.0,0.3262597914126325,1.0,0.45173262254028235,1.0,0.0,0.0
119,1.0,0.3227319339162077,1.0,0.0,0.0,0.32062476271239926,1.0,0.7705373697520238,1.0,0.0,0.0,0.505776452642712,1.0
120,1.0,0.08838887351056557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7402202723505095,1.0
121,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1.0,0.0,0.0,0.0,0.0,0.4863493122444067,1.0,0.4011765587695575,1.0,0.0,0.0,0.0,0.0
123,1.0,0.0,0.0,0.0,0.0,0.4861498498720551,1.0,0.4484222785272415,1.0,0.0,0.0,0.0,0.0
124,1.0,0.0,0.0,0.0,0.0,0.5113057779037241,1.0,0.4577421541061186,1.0,0.0,0.0,0.0,0.0
125,1.0,0.0,0.0,0.0,0.0,0.5113057779037241,1.0,0.4577421541061186,1.0,0.0,0.0,0.3689315257960053,1.0
126,1.0,0.0,0.0,0.0,0.0,0.5113057779037241,1.0,0.5358546146788826,1.0,0.0,0.0,0.0,0.0
127,1.0,0.0,0.0,0.0,0.0,0.511147382547678,1.0,0.5358044288241784,1.0,0.0,0.0,0.0,0.0
128,1.0,0.0,0.0,0.0,0.0,0.5112979021812407,1.0,0.4573852187346601,1.0,0.0,0.0,0.7492593918540164,1.0
129,1.0,0.0,0.0,0.0,0.0,0.511147382547678,1.0,0.4685397161501881,1.0,0.0,0.0,0.0,0.0
130,1.0,0.0,0.0,0.20348658542472486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,1.0,0.0,0.0,0.20348658542472486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,1.0,0.0,0.0,0.16511859552993913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,1.0,0.0,0.0,0.0,0.0,0.6741587928755354,1.0,0.0,0.0,0.0,0.0,0.0,0.0
134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,1.0,0.0,0.0,0.2432743842675873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,1.0,0.0,0.0,0.219992816834777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,1.0,0.0,0.0,0.2199158500407946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,1.0,0.0,0.0,0.23809149379799754,1.0,0.674040279506979,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,1.0,0.0,0.0,0.23809149379799754,1.0,0.674040279506979,1.0,0.0,0.0,0.0,0.0,0.0,0.0
141,1.0,0.3815829799147783,1.0,0.18073733861116958,1.0,0.6737833694545148,1.0,0.0,0.0,0.0,0.0,0.0,0.0
142,1.0,0.0,0.0,0.0,0.0,0.5116021819253932,1.0,0.3098826137987032,1.0,0.6112824847866454,1.0,0.5995544085319896,1.0
143,1.0,0.0,0.0,0.0,0.0,0.5116886365940402,1.0,0.45757399169606316,1.0,0.6113226366021869,1.0,0.5995730203149511,1.0
144,1.0,0.0,0.0,0.0,0.0,0.5116886365940402,1.0,0.39855929104227616,1.0,0.6113226366021869,1.0,0.5995730203149511,1.0
145,1.0,0.0,0.0,0.0,0.0,0.5116886365940402,1.0,0.45757399169606316,1.0,0.6113226366021869,1.0,0.5995730203149511,1.0
146,1.0,0.0,0.0,0.0,0.0,0.5116021819253932,1.0,0.34595948834850854,1.0,0.6112824847866454,1.0,0.7946515757500678,1.0
147,1.0,0.0,0.0,0.0,0.0,0.5116021819253932,1.0,0.3098826137987032,1.0,0.6112824847866454,1.0,0.5995544085319896,1.0
148,1.0,0.0,0.0,0.0,0.0,0.5117701414078107,1.0,0.30995976721932217,1.0,0.5516043007628898,1.0,0.456140244907718,1.0
149,1.0,0.0,0.0,0.09059000270642126,1.0,0.5113010273014804,1.0,0.3099340459215022,1.0,0.26501856118775113,1.0,0.4927091652201232,1.0
150,1.0,0.0,0.0,0.0,0.0,0.5116021819253932,1.0,0.3098826137987032,1.0,0.6112824847866454,1.0,0.5995544085319896,1.0
151,1.0,0.0,0.0,0.0,0.0,0.5111548807388573,1.0,0.3099574631942732,1.0,0.2683446109005887,1.0,0.48842605571054154,1.0
152,1.0,0.0,0.0,0.0,0.0,0.5116021819253932,1.0,0.3098826137987032,1.0,0.6112824847866454,1.0,0.5995544085319896,1.0
153,1.0,0.0,0.0,0.0,0.0,0.5116021819253932,1.0,0.3098826137987032,1.0,0.3972261409158505,1.0,0.4561560403730983,1.0
154,1.0,0.0,0.0,0.0,0.0,0.5116021819253932,1.0,0.3098826137987032,1.0,0.6112824847866454,1.0,0.5995544085319896,1.0
155,1.0,0.0,0.0,0.0,0.0,0.5111548807388573,1.0,0.3099574631942732,1.0,0.20753835893690775,1.0,0.45039913519780717,1.0
156,1.0,0.0,0.0,0.0,0.0,0.5116021819253932,1.0,0.3098826137987032,1.0,0.23913222559233605,1.0,0.43213391679034074,1.0
157,1.0,0.0,0.0,0.0,0.0,0.5116021819253932,1.0,0.3098826137987032,1.0,0.20739568175064393,1.0,0.5995544085319896,1.0
158,1.0,0.0,0.0,0.0,0.0,0.5116021819253932,1.0,0.3098826137987032,1.0,0.20739568175064393,1.0,0.5995544085319896,1.0
159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35961675442826724,1.0,0.7003550005367679,1.0
160,1.0,0.4722582442727833,1.0,0.3201624014867054,1.0,0.48640737865637895,1.0,0.2617624746435496,1.0,0.0,0.0,0.0,0.0
161,1.0,0.3365580751318009,1.0,0.2371264612087659,1.0,0.45825622212750616,1.0,0.48943256293054294,1.0,0.0,0.0,0.0,0.0
162,1.0,0.28672867229729304,1.0,0.0,0.0,0.37118683813453357,1.0,0.45768791526189634,1.0,0.49253862793962866,1.0,0.0,0.0
163,1.0,0.28686495561476455,1.0,0.0,0.0,0.5115970013569419,1.0,0.4576101334708095,1.0,0.4926306717469926,1.0,0.03619709227809076,1.0
164,1.0,0.38994579179643085,1.0,0.0,0.0,0.30287457263849626,1.0,0.4577133223744825,1.0,0.49275734804273585,1.0,0.0,0.0
165,1.0,0.3651933873004469,1.0,0.0,0.0,0.3685629116749469,1.0,0.45788660600385134,1.0,0.3595065019995183,1.0,0.0,0.0
166,1.0,0.5042808796472881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37866123922512585,1.0,0.6598541117847586,1.0
167,1.0,0.577278755047073,1.0,0.4418301734844464,1.0,0.0,0.0,0.17478721517027052,1.0,0.3853009898010573,1.0,0.0,0.0
168,1.0,0.0,0.0,0.22518766172130444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,1.0,0.0,0.0,0.20348658542472486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,1.0,0.0,0.0,0.20348658542472486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,1.0,0.6066645898215456,1.0,0.29843633899351263,1.0,0.5565375412776736,1.0,0.0,0.0,0.0,0.0,0.22873733032288746,1.0
172,1.0,0.39767684197337927,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,1.0,0.577278755047073,1.0,0.4418301734844464,1.0,0.0,0.0,0.17478721517027052,1.0,0.3853009898010573,1.0,0.0,0.0
174,1.0,0.23542258397798854,1.0,0.3470010155910678,1.0,0.5273945261169917,1.0,0.0,0.0,0.42677730974685857,1.0,0.4413313522515514,1.0
175,1.0,0.23542258397798854,1.0,0.5232404768179938,1.0,0.3454448451880977,1.0,0.0,0.0,0.5332057835739771,1.0,0.5250140139592263,1.0
176,1.0,0.4705296390949275,1.0,0.2388851567607171,1.0,0.7938331016532085,1.0,0.5960270774469638,1.0,0.5590253507854803,1.0,0.2904110723081016,1.0
177,1.0,0.4705296390949275,1.0,0.2388851567607171,1.0,0.7938331016532085,1.0,0.793114207495029,1.0,0.5590253507854803,1.0,0.0,0.0
178,1.0,0.47060901554455303,1.0,0.23894900558600507,1.0,0.7934114201604506,1.0,0.43298101683390855,1.0,0.3456041009322971,1.0,0.30151607192771335,1.0
179,1.0,0.3921066519374218,1.0,0.505911752218361,1.0,0.6144710307698396,1.0,0.5960019845196116,1.0,0.6068821779945872,1.0,0.08593807814414167,1.0
180,1.0,0.45116256651767694,1.0,0.0,0.0,0.0,0.0,0.3574275845188911,1.0,0.0,0.0,0.40510545756767324,1.0
181,1.0,0.539837507699448,1.0,0.2388463113698459,1.0,0.7932656616161123,1.0,0.9738807865811654,1.0,0.5587579264888554,1.0,0.2967480647914612,1.0
182,1.0,0.4705296390949275,1.0,0.2388851567607171,1.0,0.7938331016532085,1.0,0.5960270774469638,1.0,0.5590253507854803,1.0,0.2904110723081016,1.0
183,1.0,0.46505343555855094,1.0,0.4694691732950116,1.0,0.5611163248300733,1.0,0.5592674783837678,1.0,0.5342002115810858,1.0,0.676092674709798,1.0
184,1.0,0.0,0.0,0.46968478374498546,1.0,0.2832881122492015,1.0,0.498903257894561,1.0,0.5343288583282083,1.0,0.6756985847967099,1.0
185,1.0,0.4705296390949275,1.0,0.2388851567607171,1.0,0.7938331016532085,1.0,0.5960270774469638,1.0,0.25348288887360915,1.0,0.0,0.0
186,1.0,0.4705296390949275,1.0,0.2388851567607171,1.0,0.7938331016532085,1.0,0.5960270774469638,1.0,0.25348288887360915,1.0,0.2904110723081016,1.0
187,1.0,0.0,0.0,0.0,0.0,0.48655802413370963,1.0,0.401117942277742,1.0,0.0,0.0,0.0,0.0
188,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,1.0,0.2867996009556574,1.0,0.0,0.0,0.5112632112491828,1.0,0.45758210814794054,1.0,0.4879241403041852,1.0,0.0,0.0
