,Active,rhha_53_rescore,rhha_53_predict,rhha_8_rescore,rhha_8_predict,rrha_4_rescore,rrha_4_predict
117,1.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1.0,0.49037418212720707,1.0,0.0,0.0,0.38737484190223337,1.0
119,1.0,0.0,0.0,0.0,0.0,0.3509342524830116,1.0
120,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,1.0,0.0,0.0,0.0,0.0,0.0,0.0
122,1.0,0.57190902311438,1.0,0.3783290666911626,1.0,0.6604493085444224,1.0
123,1.0,0.5720411192347865,1.0,0.38606022420970754,1.0,0.5878523735246968,1.0
124,1.0,0.5719065115903019,1.0,0.37697463216850213,1.0,0.622591975680089,1.0
125,1.0,0.5719065115903019,1.0,0.37697463216850213,1.0,0.622591975680089,1.0
126,1.0,0.5719065115903019,1.0,0.36061891940507507,1.0,0.622591975680089,1.0
127,1.0,0.5719398646300577,1.0,0.360578091492061,1.0,0.6224113340920662,1.0
128,1.0,0.5719602180211859,1.0,0.376992108674695,1.0,0.6226467672511463,1.0
129,1.0,0.5719398646300577,1.0,0.37713539273758323,1.0,0.6224113340920662,1.0
130,1.0,0.4289635406268958,1.0,0.11940560867553662,1.0,0.0,0.0
131,1.0,0.4289635406268958,1.0,0.11940560867553662,1.0,0.0,0.0
132,1.0,0.4289635406268958,1.0,0.11940560867553662,1.0,0.5402354676797769,1.0
133,1.0,0.35891949492406927,1.0,0.32054700554039117,1.0,0.0,0.0
134,1.0,0.42916335748254153,1.0,0.11933405132734487,1.0,0.45687402606978944,1.0
135,1.0,0.5337566215830012,1.0,0.2891287462031602,1.0,0.0,0.0
136,1.0,0.5114865759238953,1.0,0.2951546582409934,1.0,0.0,0.0
137,1.0,0.5115916681374152,1.0,0.2949922569338992,1.0,0.0,0.0
138,1.0,0.41570654114993577,1.0,0.32062688301812114,1.0,0.0,0.0
139,1.0,0.42916335748254153,1.0,0.11933405132734487,1.0,0.45687402606978944,1.0
140,1.0,0.41570654114993577,1.0,0.32062688301812114,1.0,0.0,0.0
141,1.0,0.4160921103263905,1.0,0.3204870709685772,1.0,0.0,0.0
142,1.0,0.5798372918167555,1.0,0.37729659789373904,1.0,0.6227919348091895,1.0
143,1.0,0.579900351163306,1.0,0.3773934437781483,1.0,0.6230982357475383,1.0
144,1.0,0.579900351163306,1.0,0.37620236324917056,1.0,0.6230982357475383,1.0
145,1.0,0.579900351163306,1.0,0.3773934437781483,1.0,0.6230982357475383,1.0
146,1.0,0.5798372918167555,1.0,0.3126020969076395,1.0,0.6227919348091895,1.0
147,1.0,0.5798372918167555,1.0,0.37729659789373904,1.0,0.6227919348091895,1.0
148,1.0,0.5798553145135392,1.0,0.37701879448457554,1.0,0.6232203226071508,1.0
149,1.0,0.5798405869363458,1.0,0.3771384201638529,1.0,0.6225882024876498,1.0
150,1.0,0.5798372918167555,1.0,0.37729659789373904,1.0,0.6227919348091895,1.0
151,1.0,0.5798829211862045,1.0,0.37721287791343594,1.0,0.6227078307511251,1.0
152,1.0,0.5798372918167555,1.0,0.37729659789373904,1.0,0.6227919348091895,1.0
153,1.0,0.5798372918167555,1.0,0.37729659789373904,1.0,0.6227919348091895,1.0
154,1.0,0.5798372918167555,1.0,0.37729659789373904,1.0,0.6227919348091895,1.0
155,1.0,0.5798829211862045,1.0,0.37721287791343594,1.0,0.6227078307511251,1.0
156,1.0,0.5798372918167555,1.0,0.37729659789373904,1.0,0.6227919348091895,1.0
157,1.0,0.5798372918167555,1.0,0.37729659789373904,1.0,0.6227919348091895,1.0
158,1.0,0.5798372918167555,1.0,0.37729659789373904,1.0,0.6227919348091895,1.0
159,1.0,0.3309980881073188,1.0,0.4330175745376429,1.0,0.0,0.0
160,1.0,0.5719453698908368,1.0,0.2798427724162047,1.0,0.5882341684170868,1.0
161,1.0,0.8302659386541962,1.0,0.4357808949141917,1.0,0.8013256730301557,1.0
162,1.0,0.571853870045627,1.0,0.37691702638612645,1.0,0.0,0.0
163,1.0,0.5719475900781217,1.0,0.3769079441073174,1.0,0.6230689935061352,1.0
164,1.0,0.5718278908405642,1.0,0.3769464326454868,1.0,0.6662738532495477,1.0
165,1.0,0.5718936927714078,1.0,0.37688731314997626,1.0,0.4278257628843183,1.0
166,1.0,0.0,0.0,0.0,0.0,0.0,0.0
167,1.0,0.47243927817913955,1.0,0.6326329791960876,1.0,0.0,0.0
168,1.0,0.4291192852580208,1.0,0.11939957499381038,1.0,0.5402136915425617,1.0
169,1.0,0.4289635406268958,1.0,0.11940560867553662,1.0,0.0,0.0
170,1.0,0.4289635406268958,1.0,0.11940560867553662,1.0,0.0,0.0
171,1.0,0.48889922431277477,1.0,0.3147526492705601,1.0,0.3755073689444828,1.0
172,1.0,0.0,0.0,0.0,0.0,0.0,0.0
173,1.0,0.47243927817913955,1.0,0.6326329791960876,1.0,0.0,0.0
174,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
175,1.0,0.710754382267949,1.0,0.6037375292134726,1.0,0.3592228925526053,1.0
176,1.0,0.6632551730966506,1.0,0.5199990032781204,1.0,0.9729534956841703,1.0
177,1.0,0.27826260238579525,1.0,0.1934020462416497,1.0,0.9729534956841703,1.0
178,1.0,0.0,0.0,0.4987685202669727,1.0,0.9725211339920444,1.0
179,1.0,0.6603886802515608,1.0,0.5874472448478524,1.0,0.660541721653922,1.0
180,1.0,0.0,0.0,0.49557294481447545,1.0,0.0,0.0
181,1.0,0.0,0.0,0.3723069442288697,1.0,0.9725387455684558,1.0
182,1.0,0.6632551730966506,1.0,0.5199990032781204,1.0,0.9729534956841703,1.0
183,1.0,0.8607511695263483,1.0,0.49880146205211673,1.0,0.6606881435977494,1.0
184,1.0,0.8602926757367648,1.0,0.4989508009675443,1.0,0.6604168350052391,1.0
185,1.0,0.6632551730966506,1.0,0.5199990032781204,1.0,0.9729534956841703,1.0
186,1.0,0.6632551730966506,1.0,0.5199990032781204,1.0,0.9729534956841703,1.0
187,1.0,0.5719487855635829,1.0,0.3774164141103342,1.0,0.5882203501032871,1.0
188,1.0,0.5336498014409157,1.0,0.2889360600479627,1.0,0.0,0.0
189,1.0,0.5719323802883053,1.0,0.37700346681590957,1.0,0.6226090252916688,1.0
190,1.0,0.5719642364597107,1.0,0.37682250929115535,1.0,0.625809475216769,1.0
191,1.0,0.5719323802883053,1.0,0.37700346681590957,1.0,0.6226090252916688,1.0
192,1.0,0.5719276485769424,1.0,0.3768802420984094,1.0,0.29584900462581354,1.0
193,1.0,0.5719153722472492,1.0,0.37691715341100474,1.0,0.588000350906897,1.0
194,1.0,0.571916688285866,1.0,0.3768158193142237,1.0,0.6230599619284883,1.0
195,1.0,0.5719107008124641,1.0,0.376896585966103,1.0,0.6227857130556995,1.0
196,1.0,0.0,0.0,0.0,0.0,0.0,0.0
197,1.0,0.5753445469467744,1.0,0.0,0.0,0.0,0.0
198,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3591391497576467,1.0
199,1.0,0.710754382267949,1.0,0.6037375292134726,1.0,0.3592228925526053,1.0
200,1.0,0.710754382267949,1.0,0.6037375292134726,1.0,0.346799566131038,1.0
201,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.35897161399229816,1.0
202,1.0,0.6875657818386511,1.0,0.371292205987396,1.0,0.0,0.0
203,1.0,0.0,0.0,0.5231582390299753,1.0,0.0,0.0
204,1.0,0.0,0.0,0.4962777635233516,1.0,0.0,0.0
205,1.0,0.571983756024845,1.0,0.3774610210134821,1.0,0.5876713807086545,1.0
206,1.0,0.5336356665834048,1.0,0.28907096046887326,1.0,0.0,0.0
207,1.0,0.3311552090536385,1.0,0.4329803456628514,1.0,0.0,0.0
208,1.0,0.3446865171903979,1.0,0.4330466526494007,1.0,0.5085958943411386,1.0
209,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210,1.0,0.3311552090536385,1.0,0.4329803456628514,1.0,0.0,0.0
211,1.0,0.3311552090536385,1.0,0.4329803456628514,1.0,0.0,0.0
212,1.0,0.3311482672010869,1.0,0.4329896819914172,1.0,0.0,0.0
213,1.0,0.3311482672010869,1.0,0.4329896819914172,1.0,0.0,0.0
214,1.0,0.3311482672010869,1.0,0.4329896819914172,1.0,0.0,0.0
215,1.0,0.28675559230015746,1.0,0.0,0.0,0.0,0.0
216,1.0,0.25288781066146404,1.0,0.30425249759756245,1.0,0.0,0.0
217,1.0,0.3311552090536385,1.0,0.4329803456628514,1.0,0.0,0.0
218,1.0,0.0,0.0,0.0,0.0,0.0,0.0
219,1.0,0.3308934781064219,1.0,0.4329422381993172,1.0,0.0,0.0
220,1.0,0.5719530953389007,1.0,0.37142425893394815,1.0,0.6606298899219275,1.0
221,1.0,0.5719530953389007,1.0,0.37142425893394815,1.0,0.6606298899219275,1.0
222,1.0,0.571918908473151,1.0,0.3783695770419806,1.0,0.6605908333661481,1.0
223,1.0,0.5718866303657005,1.0,0.3819155823778936,1.0,0.5882278864530792,1.0
224,1.0,0.5718908195878626,1.0,0.5520342542061879,1.0,0.5883188043347238,1.0
225,1.0,0.5718923164562131,1.0,0.4850667277035321,1.0,0.5882637719215958,1.0
226,1.0,0.786061376906709,1.0,0.44199652919339205,1.0,0.5143471628462893,1.0
227,1.0,0.7859924606860087,1.0,0.44204202527068925,1.0,0.5144182815027148,1.0
228,1.0,0.3896977503334501,1.0,0.2581685385776089,1.0,0.28415289080128203,1.0
229,1.0,0.0,0.0,0.0,0.0,0.0,0.0
230,1.0,0.44237933874825963,1.0,0.4186293077748551,1.0,0.0,0.0
231,1.0,0.28675559230015746,1.0,0.0,0.0,0.0,0.0
232,1.0,0.571918908473151,1.0,0.3783695770419806,1.0,0.6605908333661481,1.0
233,1.0,0.5719442949585315,1.0,0.3774190604619685,1.0,0.7433122070683054,1.0
234,1.0,0.5718866303657005,1.0,0.3819155823778936,1.0,0.5882278864530792,1.0
235,1.0,0.39191304516949943,1.0,0.41750118924396096,1.0,0.7783613414598265,1.0
236,1.0,0.48895269968344357,1.0,0.3147526492705601,1.0,0.3755411069045368,1.0
237,1.0,0.4648174756908581,1.0,0.34781047164093903,1.0,0.3490721318388762,1.0
238,1.0,0.4648174756908581,1.0,0.34781047164093903,1.0,0.3490721318388762,1.0
239,1.0,0.8927322239549731,1.0,0.5520711655187833,1.0,0.6721981065718937,1.0
240,1.0,0.8927322239549731,1.0,0.5520711655187833,1.0,0.6721981065718937,1.0
241,1.0,0.8070594059429814,1.0,0.5314285959867145,1.0,0.6721981065718937,1.0
242,1.0,0.8070594059429814,1.0,0.5314285959867145,1.0,0.6721981065718937,1.0
243,1.0,0.46480441576565246,1.0,0.3148005376497347,1.0,0.34901393837357186,1.0
244,1.0,0.0,0.0,0.0,0.0,0.0,0.0
245,1.0,0.0,0.0,0.0,0.0,0.0,0.0
246,1.0,0.0,0.0,0.0,0.0,0.0,0.0
247,1.0,0.0,0.0,0.0,0.0,0.0,0.0
248,1.0,0.2259468526142836,1.0,0.0,0.0,0.0,0.0
249,1.0,0.2259468526142836,1.0,0.0,0.0,0.0,0.0
250,1.0,0.2259468526142836,1.0,0.0,0.0,0.0,0.0
251,1.0,0.0,0.0,0.0,0.0,0.0,0.0
252,1.0,0.2259468526142836,1.0,0.0,0.0,0.0,0.0
253,1.0,0.0,0.0,0.0,0.0,0.0,0.0
254,1.0,0.2259468526142836,1.0,0.0,0.0,0.0,0.0
255,1.0,0.48895269968344357,1.0,0.3326982054126295,1.0,0.3755411069045368,1.0
256,1.0,0.6381909062093234,1.0,0.6864331173843359,1.0,0.3592228925526053,1.0
257,1.0,0.6381909062093234,1.0,0.6864331173843359,1.0,0.3592228925526053,1.0
258,1.0,0.7235818709431855,1.0,0.5344306066952718,1.0,0.3592228925526053,1.0
259,1.0,0.7235818709431855,1.0,0.5344306066952718,1.0,0.3592228925526053,1.0
260,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
261,1.0,0.47511960681347154,1.0,0.6326792268372489,1.0,0.3591391497576467,1.0
262,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3591391497576467,1.0
263,1.0,0.47511960681347154,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
264,1.0,0.6961111721913769,1.0,0.5355809969215202,1.0,0.0,0.0
265,1.0,0.6961111721913769,1.0,0.5355809969215202,1.0,0.0,0.0
266,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
267,1.0,0.7107447380154894,1.0,0.6037533014692131,1.0,0.3953170908638126,1.0
268,1.0,0.710754382267949,1.0,0.6037375292134726,1.0,0.3592228925526053,1.0
269,1.0,0.710754382267949,1.0,0.6037375292134726,1.0,0.3591391497576467,1.0
270,1.0,0.710754382267949,1.0,0.6037375292134726,1.0,0.3596996093260634,1.0
271,1.0,0.710754382267949,1.0,0.6037375292134726,1.0,0.3592228925526053,1.0
272,1.0,0.7107861178861986,1.0,0.6037375927259118,1.0,0.35897161399229816,1.0
273,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
274,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
275,1.0,0.47511960681347154,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
276,1.0,0.47244892243159897,1.0,0.6328961429880102,1.0,0.3594138201040591,1.0
277,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3596996093260634,1.0
278,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
279,1.0,0.47511960681347154,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
280,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
281,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
282,1.0,0.47511960681347154,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
283,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
284,1.0,0.47511960681347154,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
285,1.0,0.47511960681347154,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
286,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
287,1.0,0.47235060128699347,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
288,1.0,0.47511960681347154,1.0,0.6326792268372489,1.0,0.3592228925526053,1.0
289,1.0,0.44237933874825963,1.0,0.4186293077748551,1.0,0.0,0.0
290,1.0,0.44237933874825963,1.0,0.4186293077748551,1.0,0.0,0.0
291,1.0,0.42437761821362097,1.0,0.0,0.0,0.4150628792484893,1.0
292,1.0,0.0,0.0,0.0,0.0,0.0,0.0
293,1.0,0.0,0.0,0.0,0.0,0.0,0.0
294,1.0,0.0,0.0,0.0,0.0,0.0,0.0
295,1.0,0.0,0.0,0.0,0.0,0.0,0.0
296,1.0,0.0,0.0,0.0,0.0,0.0,0.0
297,1.0,0.0,0.0,0.0,0.0,0.0,0.0
298,1.0,0.0,0.0,0.0,0.0,0.0,0.0
299,1.0,0.315984769796516,1.0,0.0,0.0,0.22634588670443812,1.0
300,1.0,0.315984769796516,1.0,0.0,0.0,0.22634588670443812,1.0
301,1.0,0.315984769796516,1.0,0.0,0.0,0.22637980529604484,1.0
302,1.0,0.38933829096131023,1.0,0.2943541262862075,1.0,0.0,0.0
303,1.0,0.315984769796516,1.0,0.0,0.0,0.22634588670443812,1.0
304,1.0,0.315984769796516,1.0,0.0,0.0,0.22634588670443812,1.0
305,1.0,0.315984769796516,1.0,0.0,0.0,0.22634588670443812,1.0
306,1.0,0.315984769796516,1.0,0.0,0.0,0.22634588670443812,1.0
307,1.0,0.0,0.0,0.0,0.0,0.0,0.0
308,1.0,0.0,0.0,0.0,0.0,0.0,0.0
309,1.0,0.0,0.0,0.0,0.0,0.0,0.0
310,1.0,0.315984769796516,1.0,0.0,0.0,0.22634588670443812,1.0
311,1.0,0.315984769796516,1.0,0.3874889788716661,1.0,0.2263118677619682,1.0
312,1.0,0.315984769796516,1.0,0.0,0.0,0.22634588670443812,1.0
313,1.0,0.315984769796516,1.0,0.36190187067738955,1.0,0.22620700111040248,1.0
314,1.0,0.0,0.0,0.0,0.0,0.0,0.0
315,1.0,0.0,0.0,0.0,0.0,0.0,0.0
316,1.0,0.5719169896687554,1.0,0.3774832291963972,1.0,0.5885291096377732,1.0
317,1.0,0.5720007540198049,1.0,0.37743559486697964,1.0,0.5879693725955684,1.0
318,1.0,0.5719770452325085,1.0,0.37742638556329233,1.0,0.5883573189958443,1.0
319,1.0,0.5719687270647622,1.0,0.3773759672719553,1.0,0.5883848352024084,1.0
320,1.0,0.5719687270647622,1.0,0.3773759672719553,1.0,0.5883848352024084,1.0
321,1.0,0.5718827324803314,1.0,0.37745742197525955,1.0,0.5879693725955684,1.0
322,1.0,0.574143787285082,1.0,0.37977965904680755,1.0,0.5882700538856036,1.0
323,1.0,0.35878248626256615,1.0,0.32056530770829395,1.0,0.0,0.0
324,1.0,0.0,0.0,0.2837621038698732,1.0,0.0,0.0
325,1.0,0.2881717402667794,1.0,0.3872585028151305,1.0,0.5085958943411386,1.0
326,1.0,0.0,0.0,0.0,0.0,0.0,0.0
327,1.0,0.0,0.0,0.0,0.0,0.0,0.0
328,1.0,0.0,0.0,0.0,0.0,0.4113995208286445,1.0
329,1.0,0.0,0.0,0.0,0.0,0.0,0.0
330,1.0,0.3311552090536385,1.0,0.4329803456628514,1.0,0.0,0.0
331,1.0,0.33115215504035966,1.0,0.4329803456628514,1.0,0.0,0.0
332,1.0,0.25288781066146404,1.0,0.30425249759756245,1.0,0.0,0.0
333,1.0,0.0,0.0,0.0,0.0,0.34418851696316943,1.0
334,1.0,0.3310788687677635,1.0,0.4331407251572973,1.0,0.2624913944117656,1.0
335,1.0,0.33108999984247733,1.0,0.4330855857746446,1.0,0.30274002812473433,1.0
336,1.0,0.0,0.0,0.0,0.0,0.30268475486953583,1.0
337,1.0,0.33115215504035966,1.0,0.4329803456628514,1.0,0.0,0.0
