,Active,rhha_3_rescore,rhha_3_predict,rhha_6_rescore,rhha_6_predict,rhha_7_rescore,rhha_7_predict,rrha_1_rescore,rrha_1_predict
73,1.0,0.6422190915306216,1.0,0.7313804821099232,1.0,0.5443739618333518,1.0,0.0,0.0
74,1.0,0.0,0.0,0.4216896739498862,1.0,0.0,0.0,0.5040985064616604,1.0
75,1.0,0.4300384901033387,1.0,0.3851832082141887,1.0,0.40372540963278036,1.0,0.0,0.0
76,1.0,0.32439259528744246,1.0,0.29645202337909715,1.0,0.0,0.0,0.36636798029476525,1.0
77,1.0,0.32435710639082416,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,1.0,0.5717209100480899,1.0,0.5071278072083623,1.0,0.483167298272967,1.0,0.0,0.0
79,1.0,0.6318094687794433,1.0,0.6155667591964127,1.0,0.3674058829801401,1.0,0.0,0.0
80,1.0,0.0,0.0,0.2964341305944521,1.0,0.0,0.0,0.3662008586875688,1.0
81,1.0,0.5867821909357722,1.0,0.5979367098922674,1.0,0.3507614621604488,1.0,0.176294596671138,1.0
82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5101495454978885,1.0
83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30140796740185916,1.0
84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5103629274567273,1.0
85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5105025363284732,1.0
86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30140796740185916,1.0
87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30140796740185916,1.0
88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30140796740185916,1.0
89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38890832202397585,1.0
91,1.0,0.25204388556955815,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5103629274567273,1.0
93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4564159363074233,1.0
94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5103629274567273,1.0
95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5105025363284732,1.0
96,1.0,0.5261892653120191,1.0,0.689393995144918,1.0,0.6158773931291284,1.0,0.0,0.0
97,1.0,0.6422190915306216,1.0,0.7313804821099232,1.0,0.5443739618333518,1.0,0.0,0.0
98,1.0,0.526304898152473,1.0,0.6795651133680581,1.0,0.7072726637173913,1.0,0.0,0.0
99,1.0,0.526304898152473,1.0,0.6795651133680581,1.0,0.7072726637173913,1.0,0.0,0.0
100,1.0,0.3548177271218895,1.0,0.49985908470114293,1.0,0.39779557163462154,1.0,0.0,0.0
101,1.0,0.708688020451881,1.0,0.5880580072919255,1.0,0.4778987624213843,1.0,0.4034308780406599,1.0
102,1.0,0.7134289560243255,1.0,0.5161947160933101,1.0,0.5045888283992792,1.0,0.0,0.0
103,1.0,0.6754695858686348,1.0,0.5879939011000571,1.0,0.604158778910976,1.0,0.0,0.0
104,1.0,0.42986226487068313,1.0,0.38503619878679807,1.0,0.3733822859135846,1.0,0.0,0.0
105,1.0,0.9181628438938039,1.0,0.5441965296520911,1.0,0.37333905053227934,1.0,0.4029899925419548,1.0
106,1.0,0.9181628438938039,1.0,0.5441965296520911,1.0,0.37333905053227934,1.0,0.4029899925419548,1.0
107,1.0,0.42986226487068313,1.0,0.38503619878679807,1.0,0.3733822859135846,1.0,0.0,0.0
108,1.0,0.42986226487068313,1.0,0.38503619878679807,1.0,0.2788019893743289,1.0,0.0,0.0
109,1.0,0.32461399810321634,1.0,0.0,0.0,0.0,0.0,0.0,0.0
110,1.0,0.708688020451881,1.0,0.5880580072919255,1.0,0.4778987624213843,1.0,0.4034308780406599,1.0
111,1.0,0.62904023534059,1.0,0.5883112094342073,1.0,0.46458370030030416,1.0,0.4031021373733573,1.0
112,1.0,0.7088266122134906,1.0,0.5880898872318792,1.0,0.4777004830880138,1.0,0.40307172240953004,1.0
113,1.0,0.8285458575928336,1.0,0.588179562790192,1.0,0.4779178512132659,1.0,0.4157681632189085,1.0
114,1.0,0.708688020451881,1.0,0.5880580072919255,1.0,0.4778987624213843,1.0,0.42915863591020087,1.0
115,1.0,0.0,0.0,0.31931711667933926,1.0,0.0,0.0,0.6804512937856542,1.0
116,1.0,0.5198363500292515,1.0,0.2882702397672584,1.0,0.3608757195644591,1.0,0.40239492859549164,1.0
117,1.0,0.29770247387110915,1.0,0.31921150115104957,1.0,0.0,0.0,0.7076891453571441,1.0
118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,1.0,0.37618573329591243,1.0,0.5488380622856877,1.0,0.36112597313782235,1.0,0.4033022353070087,1.0
121,1.0,0.43717348922379107,1.0,0.5649884937370011,1.0,0.3682217115821219,1.0,0.4026133651064362,1.0
122,1.0,0.38190106768998644,1.0,0.5676425131678149,1.0,0.3071562367330454,1.0,0.4184084703541412,1.0
123,1.0,0.38190106768998644,1.0,0.5676425131678149,1.0,0.3071562367330454,1.0,0.4184084703541412,1.0
124,1.0,0.3906311076486333,1.0,0.558274409074674,1.0,0.2959895180563371,1.0,0.4184084703541412,1.0
125,1.0,0.39066641148045333,1.0,0.5582100720081651,1.0,0.29598875645747935,1.0,0.4184548475740404,1.0
126,1.0,0.38188789543081203,1.0,0.56759825257526,1.0,0.3069506831541752,1.0,0.4187070103160876,1.0
127,1.0,0.3937816834336644,1.0,0.568198988390055,1.0,0.3129189330742074,1.0,0.4184548475740404,1.0
128,1.0,0.0,0.0,0.28506990359839,1.0,0.0,0.0,0.6238302692700148,1.0
129,1.0,0.0,0.0,0.28506990359839,1.0,0.0,0.0,0.6238302692700148,1.0
130,1.0,0.25403714230907104,1.0,0.28506990359839,1.0,0.0,0.0,0.55289874618962,1.0
131,1.0,0.5554294381290114,1.0,0.3939581568765671,1.0,0.18279837197503657,1.0,0.0,0.0
132,1.0,0.5878909032563207,1.0,0.2850509237789789,1.0,0.0,0.0,0.0,0.0
133,1.0,0.39993091857663776,1.0,0.4112032900559782,1.0,0.3083317352776105,1.0,0.0,0.0
134,1.0,0.0,0.0,0.389427973158168,1.0,0.0,0.0,0.438174242799121,1.0
135,1.0,0.0,0.0,0.38920338023176493,1.0,0.0,0.0,0.45673962242262034,1.0
136,1.0,0.563822649268558,1.0,0.4056771419974371,1.0,0.3318904875521548,1.0,0.6478180730545615,1.0
137,1.0,0.5878909032563207,1.0,0.2850509237789789,1.0,0.0,0.0,0.0,0.0
138,1.0,0.563822649268558,1.0,0.4056771419974371,1.0,0.3318904875521548,1.0,0.6478180730545615,1.0
139,1.0,0.5552327686792242,1.0,0.4058607931542437,1.0,0.33208707769831536,1.0,0.4407123194267347,1.0
140,1.0,0.7010971305300232,1.0,0.562442331242446,1.0,0.4455035594006098,1.0,0.42496075734370176,1.0
141,1.0,0.7010472936684531,1.0,0.6054631173577066,1.0,0.46912714521893617,1.0,0.4247772060074063,1.0
142,1.0,0.7010472936684531,1.0,0.5764957860520107,1.0,0.46912714521893617,1.0,0.4247772060074063,1.0
143,1.0,0.7010472936684531,1.0,0.6054631173577066,1.0,0.46912714521893617,1.0,0.4247772060074063,1.0
144,1.0,0.7572965742970882,1.0,0.43467353464851655,1.0,0.4691255732007812,1.0,0.42496075734370176,1.0
145,1.0,0.7010971305300232,1.0,0.562442331242446,1.0,0.4691255732007812,1.0,0.42496075734370176,1.0
146,1.0,0.6065408083066486,1.0,0.5621505922747403,1.0,0.4691373877471632,1.0,0.42470755252636494,1.0
147,1.0,0.6061902955786376,1.0,0.562293369000387,1.0,0.4690769187506809,1.0,0.42505021025524603,1.0
148,1.0,0.7010971305300232,1.0,0.562442331242446,1.0,0.4691255732007812,1.0,0.42496075734370176,1.0
149,1.0,0.606103478415898,1.0,0.5623567825683337,1.0,0.46904933520230985,1.0,0.42495054111025476,1.0
150,1.0,0.7010971305300232,1.0,0.562442331242446,1.0,0.4691255732007812,1.0,0.42496075734370176,1.0
151,1.0,0.606392800012654,1.0,0.562442331242446,1.0,0.4691255732007812,1.0,0.42496075734370176,1.0
152,1.0,0.7010971305300232,1.0,0.562442331242446,1.0,0.4691255732007812,1.0,0.42496075734370176,1.0
153,1.0,0.606103478415898,1.0,0.5623567825683337,1.0,0.44548429485514573,1.0,0.42495054111025476,1.0
154,1.0,0.606392800012654,1.0,0.562442331242446,1.0,0.4455035594006098,1.0,0.42496075734370176,1.0
155,1.0,0.606392800012654,1.0,0.562442331242446,1.0,0.4455035594006098,1.0,0.42496075734370176,1.0
156,1.0,0.0,0.0,0.42186404202218597,1.0,0.0,0.0,0.5040263500521197,1.0
157,1.0,0.42990956525589985,1.0,0.4064613558130584,1.0,0.4245860222004113,1.0,0.0,0.0
158,1.0,0.8209581464310411,1.0,0.5730061158596093,1.0,0.42453266145993407,1.0,0.0,0.0
159,1.0,0.6658221143877462,1.0,0.5675634482231922,1.0,0.3071785281457644,1.0,0.0,0.0
160,1.0,0.6658486548570577,1.0,0.5675080575490058,1.0,0.30716019118865256,1.0,0.4188845818932445,1.0
161,1.0,0.5254770706511103,1.0,0.5676048421222932,1.0,0.3071369721875813,1.0,0.6396415607712841,1.0
162,1.0,0.6348025544211071,1.0,0.56758374595201,1.0,0.30716933037494487,1.0,0.6693954982600703,1.0
163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,1.0,0.5260367828043712,1.0,0.7315364956482968,1.0,0.4826001512261936,1.0,0.0,0.0
165,1.0,0.2539206603477777,1.0,0.2850643433674628,1.0,0.0,0.0,0.5678513871302786,1.0
166,1.0,0.0,0.0,0.28506990359839,1.0,0.0,0.0,0.6238302692700148,1.0
167,1.0,0.0,0.0,0.28506990359839,1.0,0.0,0.0,0.6238302692700148,1.0
168,1.0,0.4973613188901942,1.0,0.5491672991429346,1.0,0.22966823972632433,1.0,0.3409797441892153,1.0
169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,1.0,0.5260367828043712,1.0,0.7315364956482968,1.0,0.4826001512261936,1.0,0.0,0.0
171,1.0,0.5281723326014601,1.0,0.7316014964793973,1.0,0.5367810946167458,1.0,0.0,0.0
172,1.0,0.6058576797052401,1.0,0.6518591175623001,1.0,0.7240941269792294,1.0,0.0,0.0
173,1.0,0.675627380824611,1.0,0.5882122411716111,1.0,0.4779188373861458,1.0,0.0,0.0
174,1.0,0.32445871785126434,1.0,0.29650339298662687,1.0,0.4067949166596039,1.0,0.0,0.0
175,1.0,0.712629421664776,1.0,0.5671529627320135,1.0,0.502670077718234,1.0,0.0,0.0
176,1.0,0.7814670929151675,1.0,0.6605312500514057,1.0,0.5271236891223764,1.0,0.40291440799688183,1.0
177,1.0,0.41480850632274424,1.0,0.5200365566905899,1.0,0.41365867990312455,1.0,0.0,0.0
178,1.0,0.7130966667358664,1.0,0.4567545872891178,1.0,0.5048361136899151,1.0,0.0,0.0
179,1.0,0.675627380824611,1.0,0.5882122411716111,1.0,0.4779188373861458,1.0,0.0,0.0
180,1.0,0.5847934846130649,1.0,0.5734131093718491,1.0,0.43457597300112516,1.0,0.4034026056615404,1.0
181,1.0,0.7908646833736708,1.0,0.5443056371593196,1.0,0.3301050654916432,1.0,0.4030295232298108,1.0
182,1.0,0.675627380824611,1.0,0.5882122411716111,1.0,0.4779188373861458,1.0,0.0,0.0
183,1.0,0.675627380824611,1.0,0.5882122411716111,1.0,0.4779188373861458,1.0,0.0,0.0
184,1.0,0.3673773129520962,1.0,0.549747737228912,1.0,0.35670079085206496,1.0,0.23856117606708338,1.0
185,1.0,0.43425456013542907,1.0,0.4113916452835865,1.0,0.3081342077790097,1.0,0.20168480979803216,1.0
186,1.0,0.6658493624577572,1.0,0.5676624164857884,1.0,0.30716443856689735,1.0,0.0,0.0
187,1.0,0.6659500050495474,1.0,0.5674705596594645,1.0,0.30715385429559316,1.0,0.0,0.0
188,1.0,0.7480641922726584,1.0,0.5676624164857884,1.0,0.34357086560201644,1.0,0.0,0.0
189,1.0,0.6396633357797085,1.0,0.5675126461824873,1.0,0.30713464833465653,1.0,0.5066539964595346,1.0
190,1.0,0.5626628699498388,1.0,0.5675531262028027,1.0,0.310719552742283,1.0,0.0,0.0
191,1.0,0.5410438179338174,1.0,0.5674601799204151,1.0,0.4064800052960411,1.0,0.27791300679517816,1.0
192,1.0,0.6116580241587288,1.0,0.5675682677313142,1.0,0.4255559671661062,1.0,0.27797296994992804,1.0
193,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,1.0,0.0,0.0,0.43776069414461605,1.0,0.12621724002041845,1.0,0.0,0.0
195,1.0,0.5281723326014601,1.0,0.7316014964793973,1.0,0.4825883366798117,1.0,0.0,0.0
196,1.0,0.3548177271218895,1.0,0.6518591175623001,1.0,0.7240941269792294,1.0,0.0,0.0
197,1.0,0.27840546253805676,1.0,0.6518591175623001,1.0,0.7240941269792294,1.0,0.0,0.0
198,1.0,0.6057674878314724,1.0,0.7316014964793973,1.0,0.48246688119018755,1.0,0.0,0.0
199,1.0,0.8428368661314294,1.0,0.41485849736567704,1.0,0.3844380845515334,1.0,0.0,0.0
200,1.0,0.7738908666570353,1.0,0.5145885019792258,1.0,0.6423458338394384,1.0,0.0,0.0
201,1.0,0.6601904728271696,1.0,0.5455798727798,1.0,0.46472983940418744,1.0,0.0,0.0
202,1.0,0.36725714058100123,1.0,0.5497202150477991,1.0,0.3566897964890682,1.0,0.4026279346824482,1.0
203,1.0,0.0,0.0,0.41148058011909416,1.0,0.3082630546831885,1.0,0.6476814832794491,1.0
204,1.0,0.27235705505167185,1.0,0.421783303236419,1.0,0.0,0.0,0.0,0.0
205,1.0,0.19513167017486,1.0,0.4219167295391222,1.0,0.22382911986902054,1.0,0.1987898856873599,1.0
206,1.0,0.0,0.0,0.24294221755111522,1.0,0.0,0.0,0.0,0.0
207,1.0,0.0,0.0,0.421783303236419,1.0,0.0,0.0,0.0,0.0
208,1.0,0.27235705505167185,1.0,0.421783303236419,1.0,0.0,0.0,0.0,0.0
209,1.0,0.0,0.0,0.4217969536995434,1.0,0.0,0.0,0.0,0.0
210,1.0,0.0,0.0,0.4217969536995434,1.0,0.0,0.0,0.0,0.0
211,1.0,0.0,0.0,0.4217969536995434,1.0,0.0,0.0,0.0,0.0
212,1.0,0.20175350638191047,1.0,0.24294221755111522,1.0,0.0,0.0,0.0,0.0
213,1.0,0.0,0.0,0.34364313660630275,1.0,0.0,0.0,0.0,0.0
214,1.0,0.0,0.0,0.421783303236419,1.0,0.0,0.0,0.0,0.0
215,1.0,0.30367612606513905,1.0,0.0,0.0,0.21183208268385867,1.0,0.0,0.0
216,1.0,0.0,0.0,0.4217778007241517,1.0,0.0,0.0,0.0,0.0
217,1.0,0.25992350923528296,1.0,0.40641502696851484,1.0,0.42457793753561446,1.0,0.40291534294293607,1.0
218,1.0,0.25992350923528296,1.0,0.40641502696851484,1.0,0.42457793753561446,1.0,0.40291534294293607,1.0
219,1.0,0.37841205193349325,1.0,0.5488738478549778,1.0,0.361232655562425,1.0,0.0,0.0
220,1.0,0.42998697677241915,1.0,0.4064573443661782,1.0,0.42456740208474986,1.0,0.0,0.0
221,1.0,0.43004828765148484,1.0,0.5245362457168786,1.0,0.5267958598704968,1.0,0.0,0.0
222,1.0,0.42997218247471847,1.0,0.4205332709740929,1.0,0.4245818334066941,1.0,0.0,0.0
223,1.0,0.4940626803803455,1.0,0.5059364363442974,1.0,0.4649441220776571,1.0,0.47711089904500226,1.0
224,1.0,0.4940059090319209,1.0,0.505974732675304,1.0,0.46496600339868366,1.0,0.47718862617478275,1.0
225,1.0,0.0,0.0,0.3559760943546947,1.0,0.0,0.0,0.0,0.0
226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,1.0,0.3059291158060067,1.0,0.6002743925863767,1.0,0.4228802848614065,1.0,0.0,0.0
228,1.0,0.20175350638191047,1.0,0.24294221755111522,1.0,0.0,0.0,0.0,0.0
229,1.0,0.37841205193349325,1.0,0.5488738478549778,1.0,0.361232655562425,1.0,0.0,0.0
230,1.0,0.3613878867055512,1.0,0.5497526144556942,1.0,0.3567219203383216,1.0,0.17606602183891784,1.0
231,1.0,0.42998697677241915,1.0,0.4064573443661782,1.0,0.42456740208474986,1.0,0.0,0.0
232,1.0,0.6117569793950051,1.0,0.630913025415248,1.0,0.3842079645274591,1.0,0.17600710075945747,1.0
233,1.0,0.4992372554337392,1.0,0.5491672991429346,1.0,0.22984653197172467,1.0,0.4563582326056379,1.0
234,1.0,0.49712909522680104,1.0,0.5761181520982315,1.0,0.30425236769367936,1.0,0.5560149993005922,1.0
235,1.0,0.49712909522680104,1.0,0.5761181520982315,1.0,0.30425236769367936,1.0,0.5560149993005922,1.0
236,1.0,0.7264923753248662,1.0,0.5716458217168517,1.0,0.4888683051066569,1.0,0.5560149993005922,1.0
237,1.0,0.7264923753248662,1.0,0.5716458217168517,1.0,0.4888683051066569,1.0,0.5560149993005922,1.0
238,1.0,0.681717319028971,1.0,0.5527619595781409,1.0,0.5730696593465949,1.0,0.5560149993005922,1.0
239,1.0,0.681717319028971,1.0,0.5527619595781409,1.0,0.5730696593465949,1.0,0.5560149993005922,1.0
240,1.0,0.4973598928026307,1.0,0.549158016058428,1.0,0.2150438817639253,1.0,0.36941160952316965,1.0
241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3015012574878344,1.0
242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5561108410101737,1.0
243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5460268439958071,1.0
245,1.0,0.34358235612678834,1.0,0.0,0.0,0.0,0.0,0.5460268439958071,1.0
246,1.0,0.34358235612678834,1.0,0.0,0.0,0.0,0.0,0.5460268439958071,1.0
247,1.0,0.34358235612678834,1.0,0.0,0.0,0.0,0.0,0.5561108410101737,1.0
248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5561108410101737,1.0
249,1.0,0.34358235612678834,1.0,0.0,0.0,0.0,0.0,0.5561108410101737,1.0
250,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5561108410101737,1.0
251,1.0,0.34358235612678834,1.0,0.0,0.0,0.0,0.0,0.5561108410101737,1.0
252,1.0,0.49712909522680104,1.0,0.5491672991429346,1.0,0.22984653197172467,1.0,0.4563582326056379,1.0
253,1.0,0.34732287494419345,1.0,0.6893553525019505,1.0,0.6158463726218099,1.0,0.02026700092026945,1.0
254,1.0,0.34732287494419345,1.0,0.6893553525019505,1.0,0.6158463726218099,1.0,0.02026700092026945,1.0
255,1.0,0.48699691726679273,1.0,0.6281454156612677,1.0,0.7771328673650202,1.0,0.02026700092026945,1.0
256,1.0,0.48699691726679273,1.0,0.6281454156612677,1.0,0.7771328673650202,1.0,0.02026700092026945,1.0
257,1.0,0.575298365005849,1.0,0.7316014964793973,1.0,0.48264898142987633,1.0,0.02026700092026945,1.0
258,1.0,0.6422674369876405,1.0,0.7316014964793973,1.0,0.544341779399571,1.0,0.02026700092026945,1.0
259,1.0,0.6422674369876405,1.0,0.7316014964793973,1.0,0.544341779399571,1.0,0.02026700092026945,1.0
260,1.0,0.575298365005849,1.0,0.7316014964793973,1.0,0.48264898142987633,1.0,0.02026700092026945,1.0
261,1.0,0.48633585492104225,1.0,0.6372285531094932,1.0,0.44119145501704204,1.0,0.36497056707039544,1.0
262,1.0,0.48633585492104225,1.0,0.6372285531094932,1.0,0.44119145501704204,1.0,0.36497056707039544,1.0
263,1.0,0.5280557962093438,1.0,0.7316014964793973,1.0,0.48264898142987633,1.0,0.02026700092026945,1.0
