,Active,rrha_15_rescore,rrha_15_predict,rrha_3_rescore,rrha_3_predict
275,1.0,0.5272965680667155,1.0,0.47618696107046565,1.0
276,1.0,0.527184631736394,1.0,0.0,0.0
277,1.0,0.5272965680667155,1.0,0.0,0.0
278,1.0,0.5272965680667155,1.0,0.0,0.0
279,1.0,0.5272965680667155,1.0,0.47618696107046565,1.0
280,1.0,0.5272965680667155,1.0,0.0,0.0
281,1.0,0.5272965680667155,1.0,0.0,0.0
282,1.0,0.5272965680667155,1.0,0.47618696107046565,1.0
283,1.0,0.5272965680667155,1.0,0.0,0.0
284,1.0,0.5272965680667155,1.0,0.47618696107046565,1.0
285,1.0,0.5272965680667155,1.0,0.47618696107046565,1.0
286,1.0,0.5272965680667155,1.0,0.0,0.0
287,1.0,0.5272965680667155,1.0,0.0,0.0
288,1.0,0.5272965680667155,1.0,0.47618696107046565,1.0
289,1.0,0.0,0.0,0.0,0.0
290,1.0,0.0,0.0,0.0,0.0
291,1.0,0.5360203875746417,1.0,0.7704238165240879,1.0
292,1.0,0.0,0.0,0.0,0.0
293,1.0,0.0,0.0,0.0,0.0
294,1.0,0.0,0.0,0.0,0.0
295,1.0,0.0,0.0,0.0,0.0
296,1.0,0.0,0.0,0.0,0.0
297,1.0,0.0,0.0,0.0,0.0
298,1.0,0.0,0.0,0.0,0.0
299,1.0,0.0,0.0,0.0,0.0
300,1.0,0.0,0.0,0.0,0.0
301,1.0,0.0,0.0,0.0,0.0
302,1.0,0.1589206481414469,1.0,0.0,0.0
303,1.0,0.0,0.0,0.0,0.0
304,1.0,0.0,0.0,0.3259116277921089,1.0
305,1.0,0.0,0.0,0.3259116277921089,1.0
306,1.0,0.0,0.0,0.0,0.0
307,1.0,0.0,0.0,0.0,0.0
308,1.0,0.0,0.0,0.0,0.0
309,1.0,0.0,0.0,0.0,0.0
310,1.0,0.0,0.0,0.0,0.0
311,1.0,0.287216638291637,1.0,0.3791231301467789,1.0
312,1.0,0.0,0.0,0.0,0.0
313,1.0,0.28688032598040447,1.0,0.37914322032140724,1.0
314,1.0,0.0,0.0,0.0,0.0
315,1.0,0.0,0.0,0.0,0.0
316,1.0,0.48685401910775705,1.0,0.40144831838171713,1.0
317,1.0,0.4864803876958579,1.0,0.4011501693023827,1.0
318,1.0,0.4867449558972955,1.0,0.4009867992267826,1.0
319,1.0,0.4867194543370762,1.0,0.40130635758548916,1.0
320,1.0,0.4867194543370762,1.0,0.40130635758548916,1.0
321,1.0,0.4864803876958579,1.0,0.40129805560087206,1.0
322,1.0,0.48668457843687474,1.0,0.7584348503955676,1.0
323,1.0,0.6734811687021113,1.0,0.0,0.0
324,1.0,0.0,0.0,0.0,0.0
325,1.0,0.0,0.0,0.0,0.0
326,1.0,0.0,0.0,0.0,0.0
327,1.0,0.0,0.0,0.0,0.0
328,1.0,0.5753488685790307,1.0,0.0,0.0
329,1.0,0.0,0.0,0.0,0.0
330,1.0,0.0,0.0,0.0,0.0
331,1.0,0.0,0.0,0.0,0.0
332,1.0,0.0,0.0,0.0,0.0
333,1.0,0.0,0.0,0.0,0.0
334,1.0,0.0,0.0,0.0,0.0
335,1.0,0.0,0.0,0.0,0.0
336,1.0,0.6200058963969337,1.0,0.0,0.0
337,1.0,0.0,0.0,0.0,0.0
338,1.0,0.0,0.0,0.0,0.0
339,1.0,0.5754121191593118,1.0,0.0,0.0
340,1.0,0.486519321615716,1.0,0.0,0.0
341,1.0,0.6259573125273038,1.0,0.40138660312406493,1.0
342,1.0,0.4865562003111483,1.0,0.2622024805052807,1.0
343,1.0,0.48642995081071994,1.0,0.4275101220612636,1.0
344,1.0,0.4862083221196024,1.0,0.2622187599328716,1.0
345,1.0,0.48643345308091457,1.0,0.26216852926175793,1.0
346,1.0,0.48643345308091457,1.0,0.26216852926175793,1.0
347,1.0,0.486519321615716,1.0,0.0,0.0
348,1.0,0.48641038423532135,1.0,0.3539014182145269,1.0
349,1.0,0.4860604508193498,1.0,0.4274351738798332,1.0
350,1.0,0.486519321615716,1.0,0.0,0.0
351,1.0,0.486519321615716,1.0,0.0,0.0
352,1.0,0.48643345308091457,1.0,0.26216852926175793,1.0
353,1.0,0.48649907346078847,1.0,0.3860781099079955,1.0
354,1.0,0.486519321615716,1.0,0.0,0.0
355,1.0,0.486519321615716,1.0,0.0,0.0
356,1.0,0.626183439643312,1.0,0.39199967579336736,1.0
357,1.0,0.626183439643312,1.0,0.39199967579336736,1.0
358,1.0,0.626183439643312,1.0,0.39199967579336736,1.0
359,1.0,0.6261915032534308,1.0,0.39205428254212293,1.0
360,1.0,0.48669051342169556,1.0,0.3862145849035433,1.0
361,1.0,0.6260803743327048,1.0,0.391974968752136,1.0
362,1.0,0.62592706088206,1.0,0.3920016125741419,1.0
363,1.0,0.6263113773638043,1.0,0.3920845486676313,1.0
364,1.0,0.6259559388824072,1.0,0.39198881935194496,1.0
365,1.0,0.62592706088206,1.0,0.3920016125741419,1.0
366,1.0,0.6262735654287092,1.0,0.39214500763505145,1.0
367,1.0,0.62592706088206,1.0,0.3920016125741419,1.0
368,1.0,0.62592706088206,1.0,0.3920016125741419,1.0
369,1.0,0.6257691231764576,1.0,0.39186214342020753,1.0
370,1.0,0.6262735654287092,1.0,0.39214500763505145,1.0
371,1.0,0.6259559388824072,1.0,0.39198881935194496,1.0
372,1.0,0.6262735654287092,1.0,0.39214500763505145,1.0
373,1.0,0.8691528262156543,1.0,0.40130766622114766,1.0
374,1.0,0.48643345308091457,1.0,0.4545273344623264,1.0
375,1.0,0.6261683714928041,1.0,0.4012271694245255,1.0
376,1.0,0.486441883695395,1.0,0.4546180072098286,1.0
377,1.0,0.486441883695395,1.0,0.26219748675160814,1.0
378,1.0,0.6216652804038104,1.0,0.40138023792022237,1.0
379,1.0,0.486519321615716,1.0,0.0,0.0
380,1.0,0.48614800757421506,1.0,0.42745002951182787,1.0
381,1.0,0.48643345308091457,1.0,0.26216852926175793,1.0
382,1.0,0.4638422793932063,1.0,0.48976689314892474,1.0
383,1.0,0.486441883695395,1.0,0.26219748675160814,1.0
384,1.0,0.4867676996818828,1.0,0.49866740583992153,1.0
385,1.0,0.486441883695395,1.0,0.26219748675160814,1.0
386,1.0,0.486441883695395,1.0,0.0,0.0
387,1.0,0.486441883695395,1.0,0.0,0.0
388,1.0,0.48643345308091457,1.0,0.26216852926175793,1.0
389,1.0,0.48643345308091457,1.0,0.26216852926175793,1.0
390,1.0,0.48643345308091457,1.0,0.26216852926175793,1.0
391,1.0,0.48643345308091457,1.0,0.26216852926175793,1.0
392,1.0,0.46386852544798807,1.0,0.4897505509068222,1.0
393,1.0,0.4922118633551744,1.0,0.26227604676745564,1.0
394,1.0,0.4922118633551744,1.0,0.26227604676745564,1.0
395,1.0,0.6261683714928041,1.0,0.4012271694245255,1.0
396,1.0,0.6261683714928041,1.0,0.4012271694245255,1.0
397,1.0,0.4638422793932063,1.0,0.48976689314892474,1.0
398,1.0,0.48644438981089355,1.0,0.2622072858154185,1.0
399,1.0,0.48643345308091457,1.0,0.26216852926175793,1.0
400,1.0,0.4526846966751942,1.0,0.4012355342236542,1.0
401,1.0,0.4861062005344967,1.0,0.42743972793192453,1.0
402,1.0,0.6545017793105464,1.0,0.5505698014273109,1.0
403,1.0,0.6546325272358655,1.0,0.550664337267277,1.0
404,1.0,0.6954457086567961,1.0,0.6550750372210005,1.0
405,1.0,0.6562551688632158,1.0,0.5505428435327471,1.0
406,1.0,0.3838178067035004,1.0,0.06188056450857182,1.0
407,1.0,0.6546325272358655,1.0,0.550664337267277,1.0
408,1.0,0.7317374173131309,1.0,0.5953871074617787,1.0
409,1.0,0.40915705662250246,1.0,0.4747438290735898,1.0
410,1.0,0.5430645015198908,1.0,0.4749531165571734,1.0
411,1.0,0.5430645015198908,1.0,0.4749531165571734,1.0
412,1.0,0.4092829286327302,1.0,0.4749531165571734,1.0
413,1.0,0.38388454906813707,1.0,0.4749269124367488,1.0
414,1.0,0.6546204685211237,1.0,0.5504297774118576,1.0
415,1.0,0.6545779065010041,1.0,0.5506552291630942,1.0
416,1.0,0.5855243161675887,1.0,0.44898217406866403,1.0
417,1.0,0.5430645015198908,1.0,0.4749531165571734,1.0
418,1.0,0.48643345308091457,1.0,0.26216852926175793,1.0
419,1.0,0.0,0.0,0.17443192047548828,1.0
420,1.0,0.0,0.0,0.17489831822415747,1.0
421,1.0,0.0,0.0,0.0,0.0
422,1.0,0.0,0.0,0.0,0.0
423,1.0,0.6732948563164293,1.0,0.0,0.0
424,1.0,0.6735250414520941,1.0,0.2551223951751169,1.0
425,1.0,0.0,0.0,0.0,0.0
426,1.0,0.0,0.0,0.0,0.0
427,1.0,0.4870795170734309,1.0,0.2622126459870755,1.0
428,1.0,0.486519321615716,1.0,0.0,0.0
429,1.0,0.486441883695395,1.0,0.26219748675160814,1.0
430,1.0,0.486441883695395,1.0,0.26219748675160814,1.0
431,1.0,0.486441883695395,1.0,0.0,0.0
432,1.0,0.486441883695395,1.0,0.0,0.0
433,1.0,0.6259573125273038,1.0,0.40138660312406493,1.0
434,1.0,0.4870795170734309,1.0,0.2622126459870755,1.0
435,1.0,0.4865562003111483,1.0,0.2622024805052807,1.0
436,1.0,0.48642995081071994,1.0,0.4275101220612636,1.0
437,1.0,0.4862083221196024,1.0,0.2622187599328716,1.0
438,1.0,0.4329436054596576,1.0,0.4011158516408756,1.0
439,1.0,0.4862083221196024,1.0,0.2622187599328716,1.0
440,1.0,0.4862646939895612,1.0,0.6591547874043377,1.0
441,1.0,0.4862646939895612,1.0,0.38617707417102975,1.0
442,1.0,0.48643345308091457,1.0,0.26216852926175793,1.0
443,1.0,0.486519321615716,1.0,0.0,0.0
444,1.0,0.486519321615716,1.0,0.0,0.0
445,1.0,0.48649976552615626,1.0,0.3540149973205946,1.0
446,1.0,0.4860604508193498,1.0,0.4274351738798332,1.0
447,1.0,0.486519321615716,1.0,0.0,0.0
448,1.0,0.626183439643312,1.0,0.39199967579336736,1.0
449,1.0,0.6262854353983508,1.0,0.3920232626424751,1.0
450,1.0,0.6262859387186183,1.0,0.3920232626424751,1.0
451,1.0,0.6261915032534308,1.0,0.7583841800228726,1.0
452,1.0,0.8691528262156543,1.0,0.40130766622114766,1.0
453,1.0,0.486441883695395,1.0,0.4546180072098286,1.0
454,1.0,0.486441883695395,1.0,0.0,0.0
455,1.0,0.6216652804038104,1.0,0.40138023792022237,1.0
456,1.0,0.5164164196744789,1.0,0.3145071088177347,1.0
457,1.0,0.5164164196744789,1.0,0.47618696107046565,1.0
458,1.0,0.5164164196744789,1.0,0.47618696107046565,1.0
459,1.0,0.5164164196744789,1.0,0.3145071088177347,1.0
460,1.0,0.0,0.0,0.0,0.0
461,1.0,0.0,0.0,0.0,0.0
462,1.0,0.0,0.0,0.0,0.0
463,1.0,0.0,0.0,0.0,0.0
464,1.0,0.0,0.0,0.0,0.0
465,1.0,0.0,0.0,0.0,0.0
466,1.0,0.0,0.0,0.0,0.0
467,1.0,0.0,0.0,0.0,0.0
468,1.0,0.0,0.0,0.0,0.0
469,1.0,0.0,0.0,0.0,0.0
470,1.0,0.0,0.0,0.3349970349980158,1.0
471,1.0,0.0,0.0,0.0,0.0
472,1.0,0.0,0.0,0.38323458072030625,1.0
473,1.0,0.3561155310436721,1.0,0.0,0.0
474,1.0,0.3561155310436721,1.0,0.0,0.0
475,1.0,0.0,0.0,0.47620343941067667,1.0
476,1.0,0.0,0.0,0.3258509803811539,1.0
477,1.0,0.556686099093233,1.0,0.47618696107046565,1.0
478,1.0,0.556686099093233,1.0,0.3258510431956656,1.0
479,1.0,0.556686099093233,1.0,0.3145071088177347,1.0
480,1.0,0.5272965680667155,1.0,0.0,0.0
481,1.0,0.5272965680667155,1.0,0.0,0.0
482,1.0,0.0,0.0,0.0,0.0
483,1.0,0.5272965680667155,1.0,0.0,0.0
484,1.0,0.5272965680667155,1.0,0.47618696107046565,1.0
485,1.0,0.5272965680667155,1.0,0.47618696107046565,1.0
486,1.0,0.5272965680667155,1.0,0.0,0.0
487,1.0,0.0,0.0,0.17464538512409344,1.0
488,1.0,0.422360657199534,1.0,0.4761561400834379,1.0
